Date,Date Key,Month Key,Month,Quarter,Year,Year Quarter,Year Month,Year Month Key,Day Of Week Key,Day Of Week,Day Of Month
11-Jul-2023,20230711,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,3,Tue,11
12-Jul-2023,20230712,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,4,Wed,12
13-Jul-2023,20230713,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,5,Thu,13
14-Jul-2023,20230714,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,6,Fri,14
15-Jul-2023,20230715,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,7,Sat,15
16-Jul-2023,20230716,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,1,Sun,16
17-Jul-2023,20230717,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,2,Mon,17
18-Jul-2023,20230718,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,3,Tue,18
19-Jul-2023,20230719,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,4,Wed,19
20-Jul-2023,20230720,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,5,Thu,20
21-Jul-2023,20230721,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,6,Fri,21
22-Jul-2023,20230722,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,7,Sat,22
23-Jul-2023,20230723,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,1,Sun,23
24-Jul-2023,20230724,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,2,Mon,24
25-Jul-2023,20230725,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,3,Tue,25
26-Jul-2023,20230726,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,4,Wed,26
27-Jul-2023,20230727,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,5,Thu,27
28-Jul-2023,20230728,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,6,Fri,28
29-Jul-2023,20230729,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,7,Sat,29
30-Jul-2023,20230730,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,1,Sun,30
31-Jul-2023,20230731,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,2,Mon,31
01-Aug-2023,20230801,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,3,Tue,1
02-Aug-2023,20230802,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,4,Wed,2
03-Aug-2023,20230803,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,5,Thu,3
04-Aug-2023,20230804,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,6,Fri,4
05-Aug-2023,20230805,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,7,Sat,5
06-Aug-2023,20230806,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,1,Sun,6
07-Aug-2023,20230807,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,2,Mon,7
08-Aug-2023,20230808,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,3,Tue,8
09-Aug-2023,20230809,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,4,Wed,9
10-Aug-2023,20230810,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,5,Thu,10
11-Aug-2023,20230811,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,6,Fri,11
12-Aug-2023,20230812,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,7,Sat,12
13-Aug-2023,20230813,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,1,Sun,13
14-Aug-2023,20230814,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,2,Mon,14
15-Aug-2023,20230815,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,3,Tue,15
16-Aug-2023,20230816,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,4,Wed,16
17-Aug-2023,20230817,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,5,Thu,17
18-Aug-2023,20230818,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,6,Fri,18
19-Aug-2023,20230819,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,7,Sat,19
20-Aug-2023,20230820,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,1,Sun,20
21-Aug-2023,20230821,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,2,Mon,21
22-Aug-2023,20230822,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,3,Tue,22
23-Aug-2023,20230823,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,4,Wed,23
24-Aug-2023,20230824,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,5,Thu,24
25-Aug-2023,20230825,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,6,Fri,25
26-Aug-2023,20230826,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,7,Sat,26
27-Aug-2023,20230827,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,1,Sun,27
28-Aug-2023,20230828,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,2,Mon,28
29-Aug-2023,20230829,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,3,Tue,29
30-Aug-2023,20230830,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,4,Wed,30
31-Aug-2023,20230831,8,Aug,Q3,2023,2023 Q3,2023 Aug,202308,5,Thu,31
01-Sep-2023,20230901,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,6,Fri,1
02-Sep-2023,20230902,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,7,Sat,2
03-Sep-2023,20230903,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,1,Sun,3
04-Sep-2023,20230904,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,2,Mon,4
05-Sep-2023,20230905,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,3,Tue,5
06-Sep-2023,20230906,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,4,Wed,6
07-Sep-2023,20230907,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,5,Thu,7
08-Sep-2023,20230908,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,6,Fri,8
09-Sep-2023,20230909,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,7,Sat,9
10-Sep-2023,20230910,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,1,Sun,10
11-Sep-2023,20230911,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,2,Mon,11
12-Sep-2023,20230912,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,3,Tue,12
13-Sep-2023,20230913,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,4,Wed,13
14-Sep-2023,20230914,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,5,Thu,14
15-Sep-2023,20230915,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,6,Fri,15
16-Sep-2023,20230916,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,7,Sat,16
17-Sep-2023,20230917,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,1,Sun,17
18-Sep-2023,20230918,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,2,Mon,18
19-Sep-2023,20230919,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,3,Tue,19
20-Sep-2023,20230920,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,4,Wed,20
21-Sep-2023,20230921,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,5,Thu,21
22-Sep-2023,20230922,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,6,Fri,22
23-Sep-2023,20230923,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,7,Sat,23
24-Sep-2023,20230924,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,1,Sun,24
25-Sep-2023,20230925,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,2,Mon,25
26-Sep-2023,20230926,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,3,Tue,26
27-Sep-2023,20230927,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,4,Wed,27
28-Sep-2023,20230928,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,5,Thu,28
29-Sep-2023,20230929,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,6,Fri,29
30-Sep-2023,20230930,9,Sep,Q3,2023,2023 Q3,2023 Sep,202309,7,Sat,30
01-Oct-2023,20231001,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,1,Sun,1
02-Oct-2023,20231002,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,2,Mon,2
03-Oct-2023,20231003,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,3,Tue,3
04-Oct-2023,20231004,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,4,Wed,4
05-Oct-2023,20231005,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,5,Thu,5
06-Oct-2023,20231006,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,6,Fri,6
07-Oct-2023,20231007,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,7,Sat,7
08-Oct-2023,20231008,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,1,Sun,8
09-Oct-2023,20231009,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,2,Mon,9
10-Oct-2023,20231010,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,3,Tue,10
11-Oct-2023,20231011,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,4,Wed,11
12-Oct-2023,20231012,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,5,Thu,12
13-Oct-2023,20231013,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,6,Fri,13
14-Oct-2023,20231014,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,7,Sat,14
15-Oct-2023,20231015,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,1,Sun,15
16-Oct-2023,20231016,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,2,Mon,16
17-Oct-2023,20231017,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,3,Tue,17
18-Oct-2023,20231018,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,4,Wed,18
19-Oct-2023,20231019,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,5,Thu,19
20-Oct-2023,20231020,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,6,Fri,20
21-Oct-2023,20231021,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,7,Sat,21
22-Oct-2023,20231022,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,1,Sun,22
23-Oct-2023,20231023,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,2,Mon,23
24-Oct-2023,20231024,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,3,Tue,24
25-Oct-2023,20231025,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,4,Wed,25
26-Oct-2023,20231026,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,5,Thu,26
27-Oct-2023,20231027,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,6,Fri,27
28-Oct-2023,20231028,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,7,Sat,28
29-Oct-2023,20231029,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,1,Sun,29
30-Oct-2023,20231030,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,2,Mon,30
31-Oct-2023,20231031,10,Oct,Q4,2023,2023 Q4,2023 Oct,202310,3,Tue,31
01-Nov-2023,20231101,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,4,Wed,1
02-Nov-2023,20231102,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,5,Thu,2
03-Nov-2023,20231103,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,6,Fri,3
04-Nov-2023,20231104,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,7,Sat,4
05-Nov-2023,20231105,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,1,Sun,5
06-Nov-2023,20231106,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,2,Mon,6
07-Nov-2023,20231107,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,3,Tue,7
08-Nov-2023,20231108,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,4,Wed,8
09-Nov-2023,20231109,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,5,Thu,9
10-Nov-2023,20231110,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,6,Fri,10
11-Nov-2023,20231111,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,7,Sat,11
12-Nov-2023,20231112,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,1,Sun,12
13-Nov-2023,20231113,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,2,Mon,13
14-Nov-2023,20231114,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,3,Tue,14
15-Nov-2023,20231115,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,4,Wed,15
16-Nov-2023,20231116,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,5,Thu,16
17-Nov-2023,20231117,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,6,Fri,17
18-Nov-2023,20231118,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,7,Sat,18
19-Nov-2023,20231119,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,1,Sun,19
20-Nov-2023,20231120,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,2,Mon,20
21-Nov-2023,20231121,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,3,Tue,21
22-Nov-2023,20231122,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,4,Wed,22
23-Nov-2023,20231123,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,5,Thu,23
24-Nov-2023,20231124,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,6,Fri,24
25-Nov-2023,20231125,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,7,Sat,25
26-Nov-2023,20231126,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,1,Sun,26
27-Nov-2023,20231127,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,2,Mon,27
28-Nov-2023,20231128,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,3,Tue,28
29-Nov-2023,20231129,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,4,Wed,29
30-Nov-2023,20231130,11,Nov,Q4,2023,2023 Q4,2023 Nov,202311,5,Thu,30
01-Dec-2023,20231201,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,6,Fri,1
02-Dec-2023,20231202,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,7,Sat,2
03-Dec-2023,20231203,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,1,Sun,3
04-Dec-2023,20231204,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,2,Mon,4
05-Dec-2023,20231205,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,3,Tue,5
06-Dec-2023,20231206,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,4,Wed,6
07-Dec-2023,20231207,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,5,Thu,7
08-Dec-2023,20231208,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,6,Fri,8
09-Dec-2023,20231209,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,7,Sat,9
10-Dec-2023,20231210,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,1,Sun,10
11-Dec-2023,20231211,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,2,Mon,11
12-Dec-2023,20231212,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,3,Tue,12
13-Dec-2023,20231213,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,4,Wed,13
14-Dec-2023,20231214,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,5,Thu,14
15-Dec-2023,20231215,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,6,Fri,15
16-Dec-2023,20231216,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,7,Sat,16
17-Dec-2023,20231217,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,1,Sun,17
18-Dec-2023,20231218,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,2,Mon,18
19-Dec-2023,20231219,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,3,Tue,19
20-Dec-2023,20231220,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,4,Wed,20
21-Dec-2023,20231221,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,5,Thu,21
22-Dec-2023,20231222,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,6,Fri,22
23-Dec-2023,20231223,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,7,Sat,23
24-Dec-2023,20231224,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,1,Sun,24
25-Dec-2023,20231225,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,2,Mon,25
26-Dec-2023,20231226,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,3,Tue,26
27-Dec-2023,20231227,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,4,Wed,27
28-Dec-2023,20231228,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,5,Thu,28
29-Dec-2023,20231229,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,6,Fri,29
30-Dec-2023,20231230,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,7,Sat,30
31-Dec-2023,20231231,12,Dec,Q4,2023,2023 Q4,2023 Dec,202312,1,Sun,31
